612773 290011 
612768 290326 
620400 290500 
612766 290333 
620700 290600 
613183 291068 
613291 291311 
612944 290805 
612957 290832 
614330 291855 
613545 292060 
613518 291805 
613825 293159 
613649 292758 
613711 292963 
613786 293151 
613992 293260 
614053 293279 
614136 293365 
614171 293427 
613647 292751 
614177 293374 
621699 292095 
621699 292100 
621699 292110 
621691 292106 
621654 292096 
621640 292117 
621629 292159 
619123 292848 
619129 292819 
619129 292816 
618026 292906 
618023 292882 
618026 292885 
618035 292887 
618035 292884 
618033 292897 
618031 292894 
618031 292896 
618032 292901 
618035 292901 
617999 293210 
617629 293897 
614285 293655 
614243 293878 
614763 294716 
614587 294536 
614500 294405 
614451 294325 
614380 294242 
614357 294201 
614633 294465 
615461 295154 
615111 295076 
615585 295028 
615732 294974 
615651 294982 
615620 295003 
614946 294813 
614948 294810 
614951 294803 
614950 294812 
614949 294812 
614948 294822 
614946 294812 
614949 294809 
614951 294802 
614950 294813 
614948 294813 
615636 294993 
615096 295042 
615594 295019 
615327 295166 
616644 296278 
615508 295166 
616338 295820 
616456 295954 
616356 295844 
616359 295847 
616871 296668 
620722 296619 
620720 296620 
620720 296618 
620722 296625 
620719 296621 
620717 296620 
620716 296621 
618922 298248 
620339 298977 
618861 298383 
619388 298441 
619640 298690 
620495 299000 
620444 298985 
620136 298885 
620545 299023 
619337 298286 
619337 298286 
620223 298703 
620225 298703 
618772 297602 
617720 296888 
617809 297382 
619789 299026 
617093 296732 
620452 298974 
620451 298975 
620452 298979 
620450 298980 
619287 298398 
621504 298830 
621504 298833 
621505 298841 
621384 299217 
621383 299217 
621382 299215 
621346 299155 
621349 299169 
621386 299224 
621340 299352 
621059 299285 
621136 299334 
621155 299380 
621358 299331 
620856 299107 
620857 299108 
620945 298741 
620945 298739 
620945 298736 
620966 298751 
620964 298749 
620176 296824 
620176 296796 
620191 296793 
620188 296796 
620190 296836 
619406 297567 
619407 297565 
619421 297556 
618757 299198 
618758 299195 
618760 299194 
618759 299197 
618893 297901 
618893 297904 
620458 298983 
620449 298895 
620434 298865 
620446 298899 
621386 299222 
621385 299217 
621314 299416 
621069 299669 
621045 299637 
621041 299637 
620984 299650 
621143 299425 
621117 299571 
621222 299619 
621237 299541 
621278 299481 
620817 299464 
621231 299884 
621234 299882 
621228 299888 
621221 299897 
621172 299869 
621168 299826 
621702 299613 
620212 300197 
620217 300189 
620209 300214 
621113 299990 
621398 300395 
621421 300483 
621423 300484 
621461 300515 
621494 300534 
621534 300570 
621703 300721 
621173 300245 
621653 300677 
621957 300907 
621513 299853 
621568 299920 
621573 299914 
621513 299855 
621562 300124 
622266 301011 
622025 300876 
622019 300882 
622026 300874 
621438 300318 
621425 300441 
621426 300436 
621634 300629 
620976 301412 
620956 301385 
620955 301386 
620954 301384 
620952 301381 
620948 301372 
620950 301366 
620952 301369 
620958 301378 
620959 301381 
620959 301385 
620960 301387 
620961 301389 
620960 301391 
620959 301395 
620960 301381 
621065 301415 
620887 301643 
620887 301640 
620888 301639 
620951 301369 
620960 301379 
