623621 301845 
624707 301823 
624660 302003 
624662 302004 
624676 302061 
624678 302062 
624646 302065 
624643 302057 
624678 302060 
624677 302064 
624643 302065 
624644 302058 
624671 302020 
624643 302059 
629813 302040 
630853 311713 
631695 311773 
627033 309999 
627536 309964 
627694 309800 
627701 309720 
627704 309721 
628047 309332 
627705 309718 
627700 309724 
627701 309720 
627701 309718 
627699 309737 
627716 309801 
627704 309714 
627702 309721 
627708 309682 
627700 309725 
629172 302495 
629114 302433 
629395 303192 
629101 302399 
629080 302300 
629068 302239 
629215 302436 
629147 302512 
629291 302335 
629292 302336 
628996 302095 
628450 310101 
627700 309719 
627701 309712 
627699 309716 
629326 312826 
627697 309754 
627698 309733 
627709 309770 
627700 309725 
627701 309720 
627700 309727 
627702 309710 
627701 309713 
627698 309729 
629334 313016 
629729 314024 
629482 314328 
627699 309728 
627704 309719 
627705 309716 
627700 309714 
627698 309710 
627696 309731 
627696 309735 
627703 309714 
627706 309719 
627699 309726 
627697 309735 
627696 309738 
627695 309736 
627699 309740 
627695 309741 
627707 309721 
627719 309720 
627724 309742 
627710 309768 
627701 309774 
629276 312769 
629275 312769 
629275 312772 
629276 312774 
627704 309718 
627700 309720 
627705 309714 
627697 309750 
629275 312773 
629278 312765 
627700 309720 
627882 309343 
627708 309714 
627713 309719 
627713 309717 
627709 309713 
627675 309304 
627680 309304 
626563 310335 
626632 310452 
627900 309424 
627917 309508 
627858 309570 
627752 309618 
627751 309617 
627809 309635 
627880 309351 
627867 309287 
627877 309311 
627945 309587 
627925 309546 
627695 309740 
627702 309713 
627698 309731 
627708 309683 
627708 309685 
627703 309827 
627724 309846 
627723 309818 
627699 309727 
627696 309739 
627700 309725 
627700 309717 
627701 309711 
627699 309717 
627947 309589 
627700 309740 
627705 309717 
627706 309715 
627692 309723 
627696 309738 
627947 309592 
627858 309570 
627698 309732 
627697 309734 
627697 309739 
627696 309741 
627050 310014 
627700 309740 
627699 309738 
627699 309713 
627705 309780 
627707 309774 
627700 309721 
627697 309719 
627700 309721 
627700 309719 
627702 309720 
627701 309719 
627700 309715 
627705 309716 
627704 309718 
627705 309716 
627704 309718 
626135 308186 
626454 309286 
628366 301961 
628229 302968 
626608 309373 
626619 309485 
626668 309629 
626667 309633 
626639 309680 
626597 309879 
626328 310901 
626283 310926 
626240 310999 
626236 310925 
626264 310802 
626287 310516 
626377 310168 
626346 310151 
626330 310033 
626318 309987 
626338 309794 
626370 309751 
626597 309369 
626759 309112 
626754 309119 
626615 309370 
626472 309543 
626725 309264 
626716 309275 
626721 309353 
626720 309353 
625595 305572 
624764 302294 
624785 302320 
624846 302395 
624931 302344 
625277 302028 
625417 301915 
625798 303752 
625759 304259 
624873 302637 
624876 302646 
624875 302646 
624873 302636 
624880 302585 
624926 302495 
624261 304021 
624262 304024 
624260 304023 
624260 304020 
624269 304071 
624268 304070 
621728 306100 
621729 306094 
624268 304073 
624269 304075 
624266 304085 
624261 304020 
624269 304068 
624271 304065 
624267 304066 
624267 304071 
624266 304073 
624260 304020 
624262 304024 
624264 304025 
624267 304017 
624272 304071 
624268 304077 
624565 304329 
624190 302927 
624407 302477 
624184 302885 
624315 302488 
624319 302489 
624304 302486 
624269 304080 
624266 304064 
624270 304070 
624268 304070 
624267 304075 
624291 304180 
624295 304163 
624298 304139 
624299 304132 
624362 304063 
624369 304072 
624432 304124 
624469 304145 
624995 304585 
624512 304194 
624994 304587 
624358 304065 
624266 304053 
624265 304049 
624265 304039 
624263 304024 
624431 304122 
624545 304320 
624567 304334 
624762 304334 
624765 304334 
624819 304341 
624922 304370 
624924 304376 
624929 304379 
624964 304448 
624979 304514 
624261 304022 
624271 304063 
624268 304068 
624928 302496 
624930 302510 
624928 302507 
624925 302500 
624270 304077 
624510 304197 
624276 304070 
624321 304079 
624328 304069 
624353 304053 
624364 304067 
624378 304082 
624392 304092 
624358 304058 
624336 304063 
624343 304054 
624269 304066 
624278 304073 
624275 304078 
624277 304074 
624271 304076 
624271 304079 
624269 304072 
624268 304073 
624270 304070 
624268 304075 
624270 304072 
624273 304069 
624268 304067 
624270 304081 
624271 304077 
624272 304071 
624269 304068 
624268 304080 
624267 304073 
624271 304071 
624268 304077 
624269 304070 
624262 304028 
624270 304074 
624269 304094 
624261 304020 
624271 304070 
624268 304065 
624267 304067 
624261 304025 
624266 304059 
624266 304074 
624262 304029 
624271 304083 
624267 304071 
624317 304082 
624266 304080 
624264 304081 
624269 304075 
624267 304076 
624190 302927 
624407 302477 
624359 302508 
624281 304106 
624271 304110 
624457 304137 
624279 304102 
624337 305386 
624316 305137 
624268 304103 
624277 304068 
624272 304073 
624822 304340 
624608 304336 
624274 304068 
624273 304073 
624277 304071 
624273 304086 
624277 304093 
624510 304197 
624275 304067 
624352 304054 
624302 304095 
625865 303601 
624261 304021 
624260 304019 
624262 304018 
624234 303131 
624269 304071 
624267 304066 
624266 304063 
624265 304051 
624265 304038 
624275 304071 
624330 303984 
624306 303909 
624298 303903 
624228 303872 
624226 303888 
624222 303908 
624216 303945 
624210 303963 
624207 303984 
624189 304018 
624167 304055 
624144 304091 
624119 304120 
624075 304205 
623992 304205 
623969 304283 
623967 304301 
623962 304324 
623961 304332 
623959 304342 
623824 304624 
623835 304632 
623836 304633 
623848 304660 
623900 304604 
623971 304530 
623991 304519 
624020 304495 
624125 304428 
624156 304398 
624259 304425 
624268 304417 
624268 304412 
624293 304234 
624429 304122 
624263 304079 
624270 304042 
624262 304026 
624261 304040 
624239 303135 
624234 303128 
624220 303154 
624296 303084 
625841 303631 
624262 304029 
624234 303137 
624233 303139 
624203 303158 
624229 303144 
624201 303039 
624233 303140 
625866 303607 
625857 303606 
624234 303131 
624270 304072 
624270 304070 
625867 303596 
625875 303705 
625872 303597 
625865 303604 
623837 302811 
624269 302837 
624199 302921 
